,summary,correct,rouge1,rouge2,rougeL,rougeLsum
585,"Heinrich von Schleicher var en indoeuropeisk språkforsker og språkforsker.
Han var professor i indoeuropeiske språk ved Universitetet i Wien i årene 1825–1825.
Han var særlig kjent for sine sammenlignende undersøkelser av språkene gammelpersisk, armensk, gresk, albansk, kaukasisk og tysk.","Franz Bopp var en tysk språkforsker.
Ved siden av Rasmus Rask står han som grunnleggeren av den sammenlignende indoeuropeiske språkvitenskapen.
Han var professor i Berlin i perioden 1821–1864.",41.0256,15.7895,25.641,35.8974
586,"Halfdan Endresen var en norsk misjonær.
Han var en av verdens eldste menneskerettighetsorganisasjoner og var sekretær for antislaveri-selskapet i London fra 1973 til 1973.","Halfdan Endresen var en norsk misjonær, forfatter og menneskerettighetsforkjemper.
Han arbeidet som misjonær, først på Madagaskar fra 1923 til 1925, og senere i Kamerun i mer enn 32 år, fra 1932 til 1963, hvor han ledet Det norske misjonsselskaps arbeid.
Under andre verdenskrig var han avskåret fra all kontakt med Norge og støtteorganisasjoner i de allierte landene.
Det meste av perioden han arbeidet som misjonær var Kamerun og Madagaskar franske kolonier.
Begge landene ble selvstendige i 1960.
Endresen kom tilbake til Norge for godt i 1963.",28.5714,10.2564,21.8487,26.8908
587,"Per Egil Aske er en norsk skuespiller.
Han har blant annet spilt i moderne dramatikk som Lars Noréns Kaos er Guds nabo (Trøndelag Teater 1984) og Åge Rønnings Kolbes reise (Nationaltheatret 1986).","Per Egil Aske er en norsk skuespiller, som har arbeidet ved Nationaltheatret i mesteparten av sin karriere.",42.3077,24.0,34.6154,30.7692
588,"Bakkeforglemmegei er en urt i rubladfamilien.
Den finnes i lavlandet på Østlandet og går inn mot fjelldalene.","Bakkeforglemmegei er en ettårig plante i rubladfamilien.
Denne arten hører til de småblomstra forglemmegeiartene og kan bli opp til 20 centimeter høy med blomsterkroner som er et par millimeter breie.
Bakkeforglemmegei finnes spredt i lavlandet og i kyststrøk i Sør-Norge til Trøndelag.",29.4118,12.1212,29.4118,29.4118
589,"Guillaume Apollinaire var en fransk lyriker og essayist.
Han var en av de fremste representantene for surrealismen.","Guillaume Apollinaire, pseudonym for Guillelmus de Kostrowitsky, var en fransk forfatter av polsk-italiensk avstamning.
Apollinaire var en sentral skikkelse i det internasjonale kunstnermiljøet i Paris før og under første verdenskrig.
Han grunnla to tidsskrifter og skrev dikt, romaner, noveller, teaterstykker og kunstkritiske essayer.",37.5,16.129,21.875,31.25
590,"Amøber er en gruppe mikroorganismer som lever i jord, ferskvann og saltvann.
Amøbene er svært viktige for stoffomsetningen i vann og vann.","Amøber er forholdsvis store, encellede organismer, på rundt en halv millimeter.
Amøber finnes både i havet, i ferskvann, i fuktig jord, og også som snyltere hos andre dyr, selv om de fleste er frittlevende.
Mange amøber forekommer som en aktiv form, kalt trofozoitt, og en hvilende, motstandsdyktig form som kalles cyste.",32.5,5.1282,22.5,25.0
591,"Dirk er et redskap som brukes til å framstille eller eie et innbruddstyveri.
Det er vanlig å bruke dirk som et ledd i innbruddstyveriet.","Dirk er et hjemmegjort redskap som i mangel av nøkkel kan brukes til å åpne ikke altfor sammensatte låser.
En enkelt dirk kan brukes istedenfor mange forskjellige nøkler, men bruken krever øvelse da dirken ikke styres av låsemekanismen, men må føres på frihånd.",28.5714,11.7647,22.8571,28.5714
592,"Asbest er et asbestholdig materiale som er laget av asbestfibre.
Asbest har vært brukt i bygninger, industri, båter og offshore installasjoner.","Asbest er krystallinske silikatmineraler med fiberstruktur, som enten er en varietet av mineralet amfibol (som kan forekomme som Amositt, Antofylitt, Krokidolitt, Aktinolitt, Tremolitt) eller serpentin (krysotil).",20.4082,4.2553,20.4082,20.4082
593,"Bergenhus festning er en befestet festning i Bergen kommune i Vestland fylke.
Festningen ligger i sørøstlige del av Bergen kommune, og har et areal på cirka 1 kvadratkilometer.
Den er i dag et militært standkvarter for Heimevernsdistrikt 09 (HV-09).
Festningen er åpen for allmennheten og benyttes til rekreasjon og kulturelle aktiviteter som for eksempel konserter, konserter og konserter.","Bergenhus festning er et festningsanlegg på Holmen i Bergen sentrum.
Festningen, med røtter fra middelalderen, er blant Norges eldste og største, og har en sentral posisjon i landets historie som militært, administrativt og politisk midtpunkt gjennom mange hundre år.
De mest kjente enkeltbygningene er Håkonshallen og Rosenkrantztårnet, som også er kulturminner av svært høy verdi.",35.4839,8.1967,24.1935,33.871
594,"Ave Maria, gratia plena, Dominus Tecum, er en katolsk bønn til Maria.
Teksten er skrevet i Lukasevangeliet kapittel 1, vers 28 i Matteusevangeliet.
Bønnen begynner med engelen Gabriels hilsen til Maria, som betyr 'Hill deg, Maria, full av nåde; Herren er med deg!
'.","Ave Maria, de første ordene i den mest brukte katolske bønnen til Jomfru Maria.
Bønnen har vært i alminnelig bruk siden slutten av 1100-tallet og er den viktigste folkelige bønnen i katolisismen.
Den brukes i kirkelige og private andakter, prosesjoner, under valfart, og i rosenkransen.",26.8041,6.3158,20.6186,24.7423
595,"Andrew Auchincloss er en amerikansk forfatter.
Han har skrevet romaner, noveller, essayer og essayer.","Louis Auchincloss er en amerikansk forfatter, og advokat i New York.
Han har skrevet en rekke romaner og noveller, særlig om overklassen i hjembyen.",56.4103,32.4324,51.2821,51.2821
596,"Forsamlingen er et valgkollegium som består av 538 medlemmer i Kongressen, Senatet og Representantenes hus.
Forsamlingen velges ved alminnelige valg, delstat for delstat.","Electoral College er et valgkollegium som har til oppgave å foreta det formelle valget av president og visepresident i USA.
På norsk er delegatene som utgjør valgkollegiet ofte blitt omtalt som «valgmenn».",28.5714,11.1111,21.4286,25.0
597,"Beslutningsdyktighet er evnen til å treffe beslutninger i en sak.
Bestemmelsen står i Grunnloven § 73 om at minst halvparten av representantene må være til stede for at Stortinget skal treffe vedtak.",Beslutningsdyktighet er et juridisk uttrykk for det antallet personer som vanligvis må være til stede for at et kollektivt organ eller forsamling skal lunne treffe vedtak.,40.678,28.0702,40.678,40.678
598,Ekteskap er et ekteskap mellom en kvinne og en kvinne som i tillit til gitt ekteskapsløfte ble gravid med ham.,"Ekteskapsløfte er et løfte om inngåelse av ekteskap.
Det er noe annet enn den erklæringen ektefellene gir hverandre under vigselen om at de ønsker å inngå ekteskap med hverandre.",26.4151,7.8431,15.0943,18.8679
599,"Connacht er en provins i Irland, i grevskapet Munster, ved munningen av elven Connemara.
Provinsen ligger i det sørlige Irland, ved elven Meath.","Connacht er en provins i nordvestlige Irland, omfatter fylkene Galway, Leitrim, Mayo, Roscommon og Sligo.
Provinsen hadde 550 742 innbyggere i 2016 og har et areal på 17 788 kvadratkilometer.
De største byene er Galway og Sligo.",25.8065,13.3333,25.8065,25.8065
600,"Peter Drejer var en norsk jurist og bergråd.
Han var en av de fremste representantene for det Nordenfjeldske bergamt.","Peter Carstensen Drejer var en dansk-norsk embetsmann; ansatt i det danske kanselli 1664–1671, fra 1668 bosatt i Trondheim, hvor han var viselagmann fra 1668 og lagmann fra 1671.",36.0,12.5,28.0,28.0
601,"Bård er eit mannsnamn som går tilbake til det norrøne Bárðr.
I dette toledda namnet tyder forleddet ‘gud’ og etterleddet’ ‘mann’.","Bård er eit mannsnamn som går tilbake til det norrøne Bárðr av eldre Bá-røðr.
Forleddet kjem av Bǫð- som tyder ‘strid’.
Etterleddet -røðr (opphavleg -frøðr) tyder ‘fred’.",61.2903,50.0,58.0645,58.0645
602,"Aserbajdsjansk musikk er musikk som blir fremført på ulike instrumenter, blant annet endeblåst fløyte, skalmeie, lutt og harpe.
Det finnes svært gammel dokumentasjon på musikkliv i aserbajdsjan.
I middelalderens kultur utviklet det seg en syklisk vokal og instrumental musikkform, mugam.","Aserbajdsjans tradisjonsmusikk er beslektet med iransk musikk, mens kunstmusikken og populærmusikken for det meste følger veslige mønstre.",15.625,0.0,12.5,12.5
603,"Albania er medlem av EU i perioden 2014–2019.
Albania har vært medlem av det østeuropeiske handelssamarbeidet Comecon i 1949–1961.","Albania er medlem av blant annet FN og de fleste av FNs særorganisasjoner, som Verdensbanken.
Landet er medlem av Europarådet, OSSE (Organisasjonen for sikkerhet og samarbeid i Europa) og NATO (siden 1. april 2009).",27.5862,14.2857,27.5862,27.5862
604,"Engroshandel er handel med varer fra forskjellige produsenter og leverandører, som tilbys detaljisten.","Engroshandel er handel med større varepartier til videreforhandlere eller til produsenter for bruk i produksjonen, eller til storforbrukere som sykehus og hoteller.",37.8378,17.1429,32.4324,32.4324
605,"John Allport var en amerikansk psykolog og religionspsykolog.
Han var blant de første psykologene som skilte mellom drifter (grunnleggende trekk) og motiver (sekundære trekk).
Han utviklet en teori om indre og ytre krefter som påvirker en persons atferd.","Gordon Allport var en amerikansk personlighetspsykolog, særlig kjent for sitt forsøk på å skape en sammenfattende personlighetspsykologi der han la vekt på det unike i den enkeltes personlighet som først og fremst var påvirket av den sosiale kontekst som personen lever i og i mindre grad individenes historie.
Han avviste derved både psykoanalyse og behaviorisme som personlighetsmodeller; psykoanalyse fordi han mente den la opp til for dype tolkninger, behaviorisme fordi den ikke i tilstrekkelig grad tolket informasjonen om individene.",27.4194,4.918,17.7419,22.5806
606,"Atuagagdliutit/Grønlandsposten er en grønlandsk dagsavis som utkommer på Grønland.
Avisen ble grunnlagt i 1861 av den danskspråklige Grønlandsposten.","Atuagagdliutit Grønlandsposten er en grønlandsk avis, og en av to riksaviser på Grøndland.
Avisen utkommer i Nuuk to ganger ukentlig med artikler og nyheter på både grønlandsk og dansk.",48.2759,25.0,41.3793,44.8276
607,"Aleutergropen er en grop i Stillehavet i USA, i den nordvestlige delen av Stillehavsplatået.","Aleutergropen er en dyphavsrenne i det nordlige Stillehavet.
Gropen strekker seg fra Alaskabukta i øst til Kommandørøyene i vest og ligger langs sørsiden av Aleutene.
Den er omtrent 3700 kilometer lang og bredden varierer mellom 80 og 160 kilometer.
Gropen er dypest mellom vestre og midtre del, og har sitt dypeste punkt omtrent midt i gropen med dybde opptil 7620 meter under havet.",22.2222,5.0633,19.7531,22.2222
608,"Arkitekturen i Bulgaria har vært preget av den bysantinske tradisjonen, særlig i bysantinsk tid.","De eldste monumentene i Bulgaria går tilbake til antikken.
I det nåværende Aboba finnes ruiner av en monumental basilika fra 800-tallet med en samlet lengde på nesten 100 meter.
I de følgende århundrene gjorde den bysantinske stilinnflytelse seg sterkere gjeldende, blant annet i de kuppeldekkede korskirkene i Mesemvrija og i Patleina.",19.4444,5.7143,19.4444,19.4444
609,"Jorodd Asphjell er en norsk politiker for Arbeiderpartiet.
Han var fylkessekretær i Sør-Trøndelag Arbeiderparti i perioden 2021–2025.","Jorodd Asphjell, norsk politiker for Arbeiderpartiet som siden 2005 er stortingsrepresentant for Sør-Trøndelag.",57.8947,38.8889,52.6316,52.6316
610,"Bølu-Hjálmar var en islandsk lyriker.
Han var sønn av Hjálmar Jónsson.","Bólu-Hjálmar, eller Hjálmar Jónsson, som han egentlig het, var en av de største folkelige dikterne på Island.",60.0,36.8421,40.0,40.0
611,"Danmarks kunst er preget av sterke kulturkontakter med sørlige og sørvestlige områder.
I dette tidsrommet utvikles støpekunsten basert på bronse, jern og bølgebånd.","Dansk kunsthistorie regnes fra steinalderens rissebilder og dekorerte keramikk til vår tids internasjonale samtidskunst.
Til dansk kunsthistorie hører også kunst på Grønland, ettersom Grønland er del av Danmark.",19.6721,0.0,9.8361,16.3934
612,Bøyemoment er i en lineær elastisk modell den elastiske krumningen av en horisontal bjelke som er lagret på høyre og venstre side.,"Bøyemoment er en påkjenning på konstruksjonsdeler, der ekstern kraft (belastning) og opplagerkraft (kraften som holder delen fast) ikke ligger på samme akse.
Virkningen er mest synlig som romlig deformasjon av delens lengdeakse (nedbøying) i forbindelse med konstruksjonsdeler der lengden er stor i relasjon til tverrsnittets dimensjoner, som bjelker, plater, søyler, og lignende.
Begrepet blir brukt i statikk og fasthetslære.
Enheten er Nm (Newtonmeter) som er kraft gange lengde.",20.4082,6.25,14.2857,18.3673
613,"Douai er en by i Frankrike, i regionen Bourgogne-Franche-Comté, ved elven Doubs.
Byen ligger i det sørlige Frankrike, på grensen mot Tyskland.","Douai er en by i Frankrike, i regionen Hauts-de-France, departementet Nord, ved elven Scarpe, 38 km sør for Lille.
Byen har 39 700 innbyggere (2017).
Douai utgjør sammen med Lens byområdet Douai-Lens med 503 966 innbyggere.",38.806,24.6154,35.8209,35.8209
614,"Bø er en kommune i Vesterålen, i Nordland fylke.
Kommunen grenser til Andenes i nord og Sortland i sør.","Bø er en kommune i Nordland fylke, som ligger lengst vest i Vesterålen.
Kommunen omfatter sørvestre del av Langøya, samt 438 mindre øyer, holmer og skjær omkring.
Bø ligger på nordsiden av Vesterålsfjorden/Eidsfjorden og strekker seg østover til Møklandsfjorden i nord og Hellfjorden i sør.",48.6486,33.3333,40.5405,45.9459
615,"Canada er et landskap i Canada som omfatter nesten halvparten av Canadas areal, fra Baffin Island i nord, rundt Hudson Bay i sør og rundt Polhavet i vest.
Landskapet er rikt på metaller, jern, kobber, bly, sink og edle metaller.","Canada har mange av de samme landskapstrekk og en tilsvarende geologisk struktur som USA.
Særegent for Canada er de veldige slettene med grunnfjell i øst og nord, som fortsetter i det omfattende arktiske arkipelet helt i nord med flere av verdens største øyer.
Med kyst mot vest, nord og øst, og med de tallrike øyene i nord, har Canada en samlet kystlinje (inkludert øyene) på hele 243 042 kilometer.",28.5714,3.6364,16.0714,19.6429
616,"Bilbao er en by i Spania, hovedstad i provinsen Bilbao, ved elven Nervión.
Byen ligger på østbredden av Río Nervión, på sørsiden av Nervióndalen.","Bilbao er en by i Spania som er den største i Baskerland og hovedstad i provinsen Vizcaya.
Den ligger på begge sider av Río Nervión, 12 kilometer ovenfor utløpet i Ria de Bilbao.
Innbyggertallet er 345 800 (2018).",47.8873,34.7826,45.0704,45.0704
617,"Ahmadiyya er en islamsk bevegelse som ble grunnlagt i 1889 av Mirza Ghulam Ahmad.
Bevegelsen er særlig kjent for å ha mottatt en åpenbaring og gjorde krav på profetverdighet, men har også drevet en iherdig misjonsvirksomhet i alle verdensdeler.","Ahmadiyya, religiøs bevegelse med bakgrunn i islam.
Dannet av Mirza Ghulam Ahmad (1835–1908) i Qadian, India.
Han etterlot seg et stort antall skrifter; det mest omfattende er et kommentarverk til Koranen.",27.7778,8.5714,22.2222,27.7778
618,"Akrylamid er en organisk kjemisk forbindelse som består av aminosyrene asparagin og karbonylforbindelsen akrylamid.
Det finnes i stivelsesholdige matvarer og nytelsesmidler som fremstilles ved høye temperaturer.","Akrylamid er en kjemisk forbindelse som brukes mye i industrien, og som forekommer i en del matvarer som fremstilles ved høy temperatur.",54.902,28.5714,54.902,50.9804
619,Dynamisk tid er en tidsskala for observasjoner gjort fra Jordens overflate i beregningen av tilsynelatende geosentriske efemerider.,Dynamisk tid er en tidsskala som brukes i beregninger av posisjonen til himmellegemer i solsystemet.,43.75,26.6667,43.75,43.75
620,"Belgplantebakterier er en gruppe bakterier som lever i jorden som frie organismer.
De er særlig kjent for å produsere nitrogengass, NH4+.","Belgplantebakterier er en slekt av bakterier som lever i symbiose med belgplanter.
De har evne til å binde nitrogen fra luften og på den måten forsyne belgplanten med organiske nitrogenforbindelser.
På den annen side mottar bakteriene karbohydrater og andre nødvendige stoffer fra belgplanten.",24.6154,15.873,24.6154,24.6154
621,"Avtrykk er en gjengivelse av en tekst eller et bilde.
Avtrykket blir frembrakt ved overføring fra en original til et annet trykkmedium.","Avtrykk er en gjengivelse som oppstår ved at noe trykkes inn i noe eller mot noe.
Et avtrykk kan for eksempel være et stempeltrykk på papir eller et fotspor i snøen.",31.5789,14.5455,24.5614,24.5614
622,Børst er et verktøy som brukes til rensing og fjerning av støv og skitt.,"Børste er et redskap for rensing, rengjøring eller greing, for eksempel av håret.
Børsten består oftest av et kort skaft med bust på.",22.2222,4.6512,22.2222,22.2222
623,"Diane de Poitiers var en fransk prinsesse.
Hun var datter av den franske tronarvingen Henrik 2 og dronning Marguerite av Orléans.","Diane de Poitiers, fransk adelskvinne, hertuginne av Valentinois.
Diane de Poitiers giftet seg med den normanniske adelsmannen Louis de Brézé som døde i 1531.",25.0,8.6957,25.0,25.0
624,"Ian Dury var en britisk sanger, gitarist og komponist.
Han var en av de mest populære britiske rockegruppene i 1970-årene.","Ian Dury var en britisk rockesanger og komponist.
Han var en av de store personlighetene i britisk rock og en usannsynlig stjerne: 35 år gammel og med lammelser i et bein og en hånd slo han gjennom med sine funky, aggressive rockesanger på tilnærmet cockneydialekt.",40.5797,29.8507,40.5797,40.5797
625,Clementine 1 er en ubemannet romsonde som ble skutt opp av NASA i 1994 for å sende overflatebilder til Jorden.,"Clementine 1 var en amerikansk romsonde for utforskning av Månen.
Målet var å teste sensorer og romsondekomponenter, gjøre vitenskapelige observasjoner av Månen og fly forbi asteroiden Geographos.",24.4898,4.2553,20.4082,24.4898
626,"Bandol er en appellasjon i Frankrike, i regionen Hauts-de-France, ved elven Bandol.
Vinmarkene ligger i den sørlige delen av regionen, sørøst for Toulouse.","Bandol er en vin fra Provence.
Den røde vinens hovedbestandel er druen mourvèdre.
Det produseres også hvit- og rosévin her, men det er den røde som er mest anerkjent.",19.6721,6.7797,19.6721,19.6721
627,"Briard er en fransk gjeterhundrase.
Den ble importert til Norge i 1975 og ble etter hvert populær som familie- og utstillingshund.","Briard er en fransk hunderase, som har fått navn etter landskapet Brie i Frankrike.
Den er en av mange fårehundtyper som har eksistert i Frankrike siden oldtiden.
Den brukes fortsatt som gjeterhund og vakthund over hele landet, og har også vært brukt som militærhund.
Under første verdenskrig ble den brukt til å lete opp sårete og føre sanitetspersoner frem til dem.",26.9663,6.8966,20.2247,22.4719
628,"Dogepalasset er et palass i Venezia, i provinsen Venezia, ved elven Sukkenes bro (Ponte dei Sospiri).
Palasset er ifølge tradisjonen en av Venezias største byer.","Dogepalasset er et palass i Italia, Venezia, ved Canal di San Marco.
Det var til 1797 bolig og kontorer for dogene.
Fra 1923 har Dogepalasset vært museum.",25.4545,18.8679,25.4545,25.4545
629,Akkulturasjon er en sosial prosess som fører til at to kulturer smelter sammen til et nytt kulturelt system.,"Akkulturasjon er en type kulturell endring som skjer i møtet mellom to kulturer som tidligere var separate og selvstendige.
Gjennom nær og vedvarende kontakt oppstår gjensidig utveksling og omtolkning av elementer som språk, klesdrakt, ritualer, organisering og så videre.
Begrepet brukes ofte synonymt med kulturkontakt.",17.6471,9.0909,17.6471,17.6471
630,"Marie Børresen er en norsk politiker for Fremskrittspartiet.
Hun er utdannet cand.jur.
fra Universitetet i Oslo.","Ida Børresen er en norsk offentlig tjenestekvinne, utdannet cand.polit.
Børresen var ansatt i Justisdepartementet fra 1982 til 1990, deretter var hun åtte år ansatt og senere partner i konsulentselskapet Stratdec AS.",38.4615,20.0,34.6154,38.4615
631,"Aristoteles' Ethica Nicomachea er et ordtak som forteller om en ung ødeland som har sløst bort alt han eide unntatt klærne på kroppen, klandrer han den frosne mannen for deres ulykke.","Én svale gjør ingen sommer er et ordtak som betyr at et enslig eksempel ikke kan tillegges avgjørende vekt.
Formuleringen er kjent fra Aristoteles’ hovedverk om etikk, Den nikomakiske etikk.
Der står det «én svale gjør ingen vår».
Uttrykket brukes vekselsvis med sommer eller vår på mange europeiske språk.",20.2247,6.8966,15.7303,17.9775
632,"Stokblinde var en norsk geistlig og politiker.
Han var sønn av den norske kongen Frederik 2 og bror av Frederik 2 av Bergen.","Thomas Cristensen Clitau var en dansk forfatter og legatstifter.
Han kom i 1748 til Norge som auditør og notarius publicus i Bergen.
Clitau utga juridiske lærebøker og religiøse og dramatiske dikt, blant annet en diktsamling, Poetiske Tids-Fordriv (1738).",17.9104,3.0769,17.9104,17.9104
633,"F.H.
Bradley var en britisk filosof.
Han var en av grunnleggerne av nyhegelianismen.","Francis Herbert Bradley var en engelsk filosof og en ledende frontfigur for den nyhegelianske britiske idealismen.
Bradley underviste ved Oxford og var bror av litteraturviteren Andrew Cecil Bradley.",38.0952,10.0,28.5714,28.5714
634,"Willem Colijn var en nederlandsk politiker.
Han var statsminister i fire regjeringer, fra 1933 til 1939 og fra 1939 til 1939.","Hendrikus Colijn var en nederlandsk politiker og sosialøkonom.
Han var statsminister i 1925 og fra 1933 til 1939.",70.0,57.8947,65.0,65.0
635,"Bel Paese er en italiensk ost fra Piemonte.
Den er en av de mest populære ostene i Italia.","Bel Paese er en italiensk halvmyk industriost som ble oppfunnet av Egidio Galbani i 1906.
Osten kommer i flere størrelser, fra små munnfuller til to og et halvt kilos hjul.",36.0,16.6667,32.0,36.0
636,"Eirik Raude var den første som oppdaget et land på vestkysten av Island.
Han var sønn av Leiv Eiriksson og Torvald Åsvaldsson.","Eirik Raude var en norsk-islandsk landnåmsmann og oppdager.
Han var den første europeeren som utforsket vestkysten av Grønland, og en gang mellom 984 og 986 ledet han en gruppe landnåmsmenn som reiste fra Island og bosatte seg i det nye landet.
Med utgangspunkt i gården Brattalid fungerte han som leder for det norrøne nybyggersamfunnet på Grønland frem til han døde en gang rundt år 1000.",28.5714,14.5833,22.449,28.5714
637,"Doria-Pamphilj-Landi er en italiensk slekt som opprinnelig stammer fra Genova.
Slekten fikk innflytelse i Roma da Giovanni Andrea 3. fyrst av Melfi ble gift med prinsesse Anna Pamphilj, som fikk tittelen fyrste av Valditario.","Doria er en italiensk adelsslekt fra Genova, kjent siden 1200-tallet.
Slekten eier fremdeles Palazzo Doria i Genova og Palazzo Doria-Pamphili i Roma, som rommer en av Italias største og beste kunstsamlinger i privat eie.
Palasset huser også huset Aldobrandinis store samling av antikk skulptur.",28.9157,9.8765,26.506,28.9157
638,"Barnevernet har ansvar for å sikre at barn og unge som lever under forhold som kan skade deres helse og utvikling, får nødvendig hjelp og omsorg til rett tid.","Barnevern er det arbeid som gjøres fra samfunnets side for å hjelpe vanskeligstilte barn, i form av råd, veiledning og hjelpetiltak fra barnevernstjeneste, og omsorgsovertakelse med videre.",24.1379,0.0,13.7931,13.7931
639,"Brillebjørn er en art av bjørner i ordenen sålegjenger.
Den er regnet som sårbar av den internasjonale naturvernunionen (IUCN) og det blir stadig færre av dem.","Brillebjørn er et rovpattedyr i bjørnefamilien.
Den er den eneste nålevende bjørnearten som finnes i Sør-Amerika.",37.7358,11.7647,30.1887,33.9623
640,"Kjell Aukrust var en norsk forfatter og filmregissør.
Han er mest kjent for romanen Simen (1958) og Bonden (1962).","Kjell Aukrust var en norsk karikaturtegner, illustratør, maler og forfatter, og en av Norges mest folkekjære kunstnere.
Han er særlig kjent for sine Flåklypa-historier med oppdiktede bygdeoriginaler samt sine frodige vitsetegninger.",50.0,25.9259,39.2857,42.8571
641,"Almazbek Atambajev er en kirgisisk politiker.
Han var statsminister i Kirgisistan fra 2007 til 2011.",Almazbek Sjarsjenovitsj Atambajev er en kirgisisk politiker som var president i Kirgisistan fra 2011–2017.,73.3333,42.8571,73.3333,73.3333
642,"Jean-Baptiste Dubois var en fransk komponist og organist.
Han regnes som en av de mest betydningsfulle franske komponistene i sin generasjon.","Théodore Dubois var en fransk komponist, organist og professor i harmonilære og kontrapunkt.
Hans bok Notes & études d'harmonie pour servir de supplément au traité de H. Reber fra 1889 anvendes den dag i dag som et viktig kildeskrift for studier av romantisk harmonikk sammen med Traité de contrepoint et de fugue fra 1901.",30.3797,10.3896,25.3165,27.8481
643,"Diplodocus carnegii var en slekt med sauropoder i ordenen Saurischia.
De levde i sen juratid, for 155–145 millioner år siden.","Diplodocus var en planteetende dinosaur med svært lang hals og hale, og blant de aller største dyrene som er kjent.
De levde i juraperioden i dagens USA.",32.0,12.5,28.0,28.0
644,"Bruttotonnasje er en måleenhet som brukes for å beregne skipets størrelse.
En bruttotonn er det totale volumet av alle lukkede rom i kubikkmeter.","Bruttotonn (BT) er et volummål for å beregne et skips størrelse.
Bruttotonn er totalvolumet av alle lukkede rom som er i bruk på et skip.
Bruttotonnasje må ikke forveksles med skipets mål for vekt, som er deplasement.
Et skips tonnasje er av interesse for ulike nasjoners handelsflåter og hvilke avgifts-, sikkerhets- og skatteregler som er gjeldene for et gitt fartøy.",36.3636,13.9535,27.2727,36.3636
645,"Lucas Cranach var en tysk maler, grafiker og grafiker.
Han var en av de mest betydningsfulle tyskspråklige malerne på 1500-tallet.","Lucas Cranach var en maler, kobberstikker og tresnittegner.
Han ble kalt Cranach etter sin fødeby Kronach og var elev av sin far.
Han arbeidet vesentlig i Wittenberg, fra 1504 som hoffmaler hos kurfyrsten av Sachsen.
Han holdt stort malerverksted også for dekorasjonsarbeider.
De tidligst kjente verkene skriver seg fra de første årene av 1500-tallet: Korsfestelsesbildene i Schottenstift i Wien og Alte Pinakothek i München, Hvile på flukten til Egypt (1504, Berlin), Den hellige Katarinas martyrium (1514, Gemäldegalerie, Dresden).",24.7619,7.767,22.8571,22.8571
646,"Alma er eit kvinnenamn som går tilbake til det norrøne Allan.
I dette toledda namnet tyder forleddet ‘gud’.","Alma er eit kvinnenamn som kan vere kortform av namn på Amal-, til dømes Amalie.
Alma kan også vere eit italiensk og spansk namn som går tilbake til latin alma som tyder ‘den nærande (mor)’.",34.4828,28.5714,34.4828,34.4828
647,"Fritz Busch var en tysk dirigent.
Han var en av de fremste sjefdirigentene ved operafestivalen i Glyndebourne i 1934–1939.","Fritz Busch var en tysk dirigent, en av de betydeligste i sin generasjon, særlig kjent for sine Mozart- og Verdi-tolkninger.",47.619,35.0,47.619,47.619
648,"John Baron er en amerikansk jazzmusiker og komponist.
Han er en av de fremste representantene for avantgarde-jazzen i USA.","Joey Baron, amerikansk jazzmusiker, trommeslager og komponist.
Han har medvirket i en rekke svært ulike sammenhenger, fra Tony Bennett til Laurie Anderson til Al Jarreau, og har også spilt med eldre storheter innen jazzen som Dizzy Gillespie, Art Pepper og Stan Getz.",28.5714,9.8361,25.3968,25.3968
649,"Assurnasipal 2 var en assyrisk adelsmann og politiker.
Han var sønn av Assurbanipal 2 og bror av nyassyriske dynasti.","Assurnasipal 2. var konge av Assyria fra cirka 883 til 859 fvt.
og en av Assyrias mest fremtredende regenter.",35.8974,10.8108,30.7692,30.7692
650,"Harry Bertoia var en amerikansk billedhugger.
Han var en av Charles Eames mest betydningsfulle industridesignere.","Harry Bertoia var en italiensk-amerikansk skulptør og møbeldesigner som sammen med Charles Eames utviklet teknikken med formpressede kryssfinér-møbler.
For møbelfirmaet Knoll designet han på 1950-tallet en serie stoler med rørstativ og sete og rygg i flettet nettverk av tynne plastovertrukne rør.
Stolene, kjent som Bertoia Diamond Chairs, er fortsatt i produksjon.
Som skulptør ble han særlig kjent for sine monumentale metallskulpturer, noen av dem er bevegelige og gir spesielle lydeffekter.",20.6186,8.4211,16.4948,20.6186
651,"Brindisi er en by i Italia, i regionen Campania, ved Adriaterhavet.
Byen er hovedstad i grevskapet Bari.","Brindisi er en by i Italia, i regionen Puglia, hovedstad i provinsen Brindisi, ved Adriaterhavet.
Byen har 86 811 innbyggere (2018).
Brindisi er en viktig havneby med utførsel av vin, olivenolje og frukt.
Det er fergeforbindelse med Hellas og Albania.
Byen har næringsmiddelindustri og betydelig kjemisk og petrokjemisk industri.
Brindisi er et tidligere erkebispesete.
Francesco Ribezzo arkeologiske museum ble etablert i 1884.
Ved havnen står en 20 meter høy søyle (reist 312 fvt.)
som markerer slutten på Via Appia.",27.7228,20.202,25.7426,27.7228
652,"Hans Ende var en tysk forfatter og filmregissør.
Han regnes som en av de fremste tyskspråklige forfatterne i sin generasjon.","Michael Ende var en tysk forfatter, særlig kjent for sine barnebøker med fantasypreg: Momo (1973) og Den uendelige historie (1979).",27.2727,19.0476,27.2727,27.2727
